C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,1st subsidiary languages,,,,,2nd subsidiary languages,,,,
Code,,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0000,INDIA,027000,AO,,,,006000,HINDI,,,,012000,MANIPURI,19,18,1
0000,INDIA,027000,AO,,,,006000,HINDI,,,,002000,BENGALI,18,14,4
0000,INDIA,027000,AO,,,,006000,HINDI,,,,026000,ANGAMI,12,10,2
0000,INDIA,027000,AO,,,,006000,HINDI,,,,036000,CHANG,7,4,3
0000,INDIA,027000,AO,,,,006000,HINDI,,,,106000,SEMA,5,4,1
0000,INDIA,027000,AO,,,,006000,HINDI,,,,119000,YIMCHUNGRE,4,4,0
0000,INDIA,027000,AO,,,,006000,HINDI,,,,123000,OTHERS,3,2,1
0000,INDIA,027000,AO,,,,006000,HINDI,,,,082000,LUSHAI/MIZO,2,1,1
0000,INDIA,027000,AO,,,,006000,HINDI,,,,104000,SANGTAM,2,2,0
0000,INDIA,027000,AO,,,,006000,HINDI,,,,013000,MARATHI,1,0,1
0000,INDIA,027000,AO,,,,006000,HINDI,,,,015000,ORIYA,1,0,1
0000,INDIA,027000,AO,,,,006000,HINDI,,,,034000,CHAKHESANG,1,1,0
0000,INDIA,027000,AO,,,,006000,HINDI,,,,035000,CHAKRU/CHOKRI,1,1,0
0000,INDIA,027000,AO,,,,006000,HINDI,,,,043000,GARO,1,0,1
0000,INDIA,027000,AO,,,,006000,HINDI,,,,081000,LOTHA,1,1,0
0000,INDIA,027000,AO,,,,006000,HINDI,,,,099000,PHOM,1,1,0
0000,INDIA,027000,AO,,,,012000,MANIPURI,500,241,259,,,,,
0000,INDIA,027000,AO,,,,012000,MANIPURI,,,,040000,ENGLISH,62,28,34
0000,INDIA,027000,AO,,,,012000,MANIPURI,,,,006000,HINDI,6,3,3
0000,INDIA,027000,AO,,,,012000,MANIPURI,,,,001000,ASSAMESE,2,0,2
0000,INDIA,027000,AO,,,,012000,MANIPURI,,,,084000,MARAM,1,1,0
0000,INDIA,027000,AO,,,,014000,NEPALI,95,43,52,,,,,
0000,INDIA,027000,AO,,,,014000,NEPALI,,,,001000,ASSAMESE,60,24,36
0000,INDIA,027000,AO,,,,014000,NEPALI,,,,006000,HINDI,10,5,5
0000,INDIA,027000,AO,,,,014000,NEPALI,,,,040000,ENGLISH,2,2,0
0000,INDIA,027000,AO,,,,014000,NEPALI,,,,002000,BENGALI,1,1,0
0000,INDIA,027000,AO,,,,018000,SANTALI,1,0,1,,,,,
0000,INDIA,027000,AO,,,,018000,SANTALI,,,,002000,BENGALI,1,0,1
0000,INDIA,027000,AO,,,,026000,ANGAMI,224,118,106,,,,,
0000,INDIA,027000,AO,,,,026000,ANGAMI,,,,040000,ENGLISH,57,32,25
0000,INDIA,027000,AO,,,,026000,ANGAMI,,,,001000,ASSAMESE,39,15,24
0000,INDIA,027000,AO,,,,026000,ANGAMI,,,,006000,HINDI,7,5,2
0000,INDIA,027000,AO,,,,026000,ANGAMI,,,,104000,SANGTAM,2,0,2
0000,INDIA,027000,AO,,,,026000,ANGAMI,,,,081000,LOTHA,1,1,0
0000,INDIA,027000,AO,,,,031000,BHOTIA,6,2,4,,,,,
0000,INDIA,027000,AO,,,,031000,BHOTIA,,,,119000,YIMCHUNGRE,6,2,4
0000,INDIA,027000,AO,,,,034000,CHAKHESANG,2,0,2,,,,,
0000,INDIA,027000,AO,,,,034000,CHAKHESANG,,,,001000,ASSAMESE,2,0,2
0000,INDIA,027000,AO,,,,035000,CHAKRU/CHOKRI,7,4,3,,,,,
0000,INDIA,027000,AO,,,,035000,CHAKRU/CHOKRI,,,,001000,ASSAMESE,6,4,2
0000,INDIA,027000,AO,,,,036000,CHANG,198,122,76,,,,,
0000,INDIA,027000,AO,,,,036000,CHANG,,,,040000,ENGLISH,56,34,22
0000,INDIA,027000,AO,,,,036000,CHANG,,,,001000,ASSAMESE,48,37,11
0000,INDIA,027000,AO,,,,036000,CHANG,,,,006000,HINDI,7,4,3
0000,INDIA,027000,AO,,,,036000,CHANG,,,,104000,SANGTAM,6,5,1
0000,INDIA,027000,AO,,,,036000,CHANG,,,,119000,YIMCHUNGRE,6,3,3
0000,INDIA,027000,AO,,,,036000,CHANG,,,,034000,CHAKHESANG,5,2,3
0000,INDIA,027000,AO,,,,036000,CHANG,,,,026000,ANGAMI,1,0,1
0000,INDIA,027000,AO,,,,036000,CHANG,,,,106000,SEMA,1,0,1
0000,INDIA,027000,AO,,,,036000,CHANG,,,,123000,OTHERS,1,1,0
0000,INDIA,027000,AO,,,,040000,ENGLISH,98314,51536,46778,,,,,
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,001000,ASSAMESE,29960,15354,14606
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,006000,HINDI,19086,11756,7330
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,012000,MANIPURI,212,115,97
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,036000,CHANG,82,55,27
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,026000,ANGAMI,59,40,19
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,104000,SANGTAM,35,11,24
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,119000,YIMCHUNGRE,29,14,15
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,123000,OTHERS,28,20,8
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,081000,LOTHA,22,7,15
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,014000,NEPALI,21,9,12
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,055000,KHASI,10,5,5
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,106000,SEMA,9,3,6
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,099000,PHOM,8,6,2
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,120000,ZELIANG,6,2,4
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,057000,KHIEMNUNGAN,5,4,1
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,066000,KONYAK,5,4,1
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,002000,BENGALI,4,2,2
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,020000,TAMIL,4,3,1
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,034000,CHAKHESANG,3,1,2
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,103000,RENGMA,3,1,2
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,017000,SANSKRIT,2,1,1
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,043000,GARO,2,0,2
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,007000,KANNADA,1,0,1
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,015000,ORIYA,1,1,0
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,016000,PUNJABI,1,0,1
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,022000,URDU,1,1,0
0000,INDIA,027000,AO,,,,040000,ENGLISH,,,,035000,CHAKRU/CHOKRI,1,0,1
0000,INDIA,027000,AO,,,,043000,GARO,3,1,2,,,,,
0000,INDIA,027000,AO,,,,043000,GARO,,,,001000,ASSAMESE,1,0,1
0000,INDIA,027000,AO,,,,043000,GARO,,,,006000,HINDI,1,0,1
0000,INDIA,027000,AO,,,,052000,KARBI / MIKIR,1,0,1,,,,,
0000,INDIA,027000,AO,,,,055000,KHASI,1,1,0,,,,,
0000,INDIA,027000,AO,,,,056000,KHEZHA,1,0,1,,,,,
0000,INDIA,027000,AO,,,,057000,KHIEMNUNGAN,5,1,4,,,,,
0000,INDIA,027000,AO,,,,057000,KHIEMNUNGAN,,,,001000,ASSAMESE,1,0,1
0000,INDIA,027000,AO,,,,057000,KHIEMNUNGAN,,,,036000,CHANG,1,1,0
0000,INDIA,027000,AO,,,,066000,KONYAK,17,10,7,,,,,
0000,INDIA,027000,AO,,,,066000,KONYAK,,,,001000,ASSAMESE,6,1,5
0000,INDIA,027000,AO,,,,066000,KONYAK,,,,006000,HINDI,2,2,0
0000,INDIA,027000,AO,,,,071000,KUKI,4,1,3,,,,,
0000,INDIA,027000,AO,,,,071000,KUKI,,,,026000,ANGAMI,1,0,1
0000,INDIA,027000,AO,,,,080000,LIMBU,1,1,0,,,,,
0000,INDIA,027000,AO,,,,081000,LOTHA,24,8,16,,,,,
0000,INDIA,027000,AO,,,,081000,LOTHA,,,,001000,ASSAMESE,9,2,7
0000,INDIA,027000,AO,,,,081000,LOTHA,,,,040000,ENGLISH,4,2,2
0000,INDIA,027000,AO,,,,081000,LOTHA,,,,006000,HINDI,2,1,1
0000,INDIA,027000,AO,,,,081000,LOTHA,,,,106000,SEMA,1,1,0
0000,INDIA,027000,AO,,,,082000,LUSHAI/MIZO,1,0,1,,,,,
0000,INDIA,027000,AO,,,,099000,PHOM,27,12,15,,,,,
0000,INDIA,027000,AO,,,,099000,PHOM,,,,001000,ASSAMESE,14,5,9
0000,INDIA,027000,AO,,,,099000,PHOM,,,,040000,ENGLISH,3,2,1
0000,INDIA,027000,AO,,,,103000,RENGMA,29,15,14,,,,,
0000,INDIA,027000,AO,,,,103000,RENGMA,,,,001000,ASSAMESE,14,8,6
0000,INDIA,027000,AO,,,,103000,RENGMA,,,,006000,HINDI,5,3,2
0000,INDIA,027000,AO,,,,103000,RENGMA,,,,040000,ENGLISH,2,0,2
0000,INDIA,027000,AO,,,,104000,SANGTAM,50,22,28,,,,,
0000,INDIA,027000,AO,,,,104000,SANGTAM,,,,040000,ENGLISH,12,8,4
0000,INDIA,027000,AO,,,,104000,SANGTAM,,,,001000,ASSAMESE,5,2,3
0000,INDIA,027000,AO,,,,104000,SANGTAM,,,,006000,HINDI,4,4,0
0000,INDIA,027000,AO,,,,104000,SANGTAM,,,,036000,CHANG,4,3,1
0000,INDIA,027000,AO,,,,106000,SEMA,21,7,14,,,,,
0000,INDIA,027000,AO,,,,106000,SEMA,,,,001000,ASSAMESE,7,2,5
0000,INDIA,027000,AO,,,,106000,SEMA,,,,104000,SANGTAM,2,2,0
0000,INDIA,027000,AO,,,,106000,SEMA,,,,006000,HINDI,1,0,1
0000,INDIA,027000,AO,,,,106000,SEMA,,,,099000,PHOM,1,0,1
0000,INDIA,027000,AO,,,,111000,TANGKHUL,3,1,2,,,,,
0000,INDIA,027000,AO,,,,111000,TANGKHUL,,,,012000,MANIPURI,1,1,0
0000,INDIA,027000,AO,,,,119000,YIMCHUNGRE,104,51,53,,,,,
0000,INDIA,027000,AO,,,,119000,YIMCHUNGRE,,,,001000,ASSAMESE,17,7,10
0000,INDIA,027000,AO,,,,119000,YIMCHUNGRE,,,,006000,HINDI,14,8,6
0000,INDIA,027000,AO,,,,119000,YIMCHUNGRE,,,,040000,ENGLISH,6,3,3
0000,INDIA,027000,AO,,,,119000,YIMCHUNGRE,,,,057000,KHIEMNUNGAN,2,0,2
0000,INDIA,027000,AO,,,,119000,YIMCHUNGRE,,,,036000,CHANG,1,1,0
0000,INDIA,027000,AO,,,,120000,ZELIANG,19,9,10,,,,,
0000,INDIA,027000,AO,,,,120000,ZELIANG,,,,001000,ASSAMESE,3,1,2
0000,INDIA,027000,AO,,,,120000,ZELIANG,,,,006000,HINDI,3,2,1
0000,INDIA,027000,AO,,,,120000,ZELIANG,,,,040000,ENGLISH,2,1,1
0000,INDIA,027000,AO,,,,123000,OTHERS,49,24,25,,,,,
0000,INDIA,027000,AO,,,,123000,OTHERS,,,,040000,ENGLISH,13,7,6
0000,INDIA,027000,AO,,,,123000,OTHERS,,,,001000,ASSAMESE,5,4,1
0000,INDIA,027000,AO,,,,123000,OTHERS,,,,006000,HINDI,1,0,1
0000,INDIA,027000,AO,,,,123000,OTHERS,,,,036000,CHANG,1,1,0
0000,INDIA,028000,ARABIC/ARBI,51728,27469,24259,,,,,,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,001000,ASSAMESE,739,413,326,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,001000,ASSAMESE,,,,006000,HINDI,158,104,54
0000,INDIA,028000,ARABIC/ARBI,,,,001000,ASSAMESE,,,,002000,BENGALI,28,14,14
0000,INDIA,028000,ARABIC/ARBI,,,,001000,ASSAMESE,,,,040000,ENGLISH,23,17,6
0000,INDIA,028000,ARABIC/ARBI,,,,001000,ASSAMESE,,,,015000,ORIYA,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,001000,ASSAMESE,,,,022000,URDU,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,001000,ASSAMESE,,,,043000,GARO,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,1329,734,595,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,006000,HINDI,150,108,42
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,040000,ENGLISH,79,56,23
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,022000,URDU,10,6,4
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,001000,ASSAMESE,4,2,2
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,015000,ORIYA,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,014000,NEPALI,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,018000,SANTALI,1,0,1
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,019000,SINDHI,1,0,1
0000,INDIA,028000,ARABIC/ARBI,,,,002000,BENGALI,,,,123000,OTHERS,1,0,1
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,337,181,156,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,006000,HINDI,147,77,70
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,040000,ENGLISH,13,4,9
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,022000,URDU,7,3,4
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,013000,MARATHI,2,2,0
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,019000,SINDHI,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,020000,TAMIL,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,007000,KANNADA,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,005000,GUJARATI,,,,011000,MALAYALAM,1,0,1
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,12534,7313,5221,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,022000,URDU,1565,906,659
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,040000,ENGLISH,1497,1031,466
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,013000,MARATHI,297,153,144
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,005000,GUJARATI,151,83,68
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,002000,BENGALI,124,83,41
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,001000,ASSAMESE,46,33,13
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,007000,KANNADA,34,19,15
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,017000,SANSKRIT,24,13,11
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,016000,PUNJABI,16,12,4
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,021000,TELUGU,14,8,6
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,015000,ORIYA,13,8,5
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,014000,NEPALI,7,6,1
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,011000,MALAYALAM,5,5,0
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,030000,BHILI/BHILODI,5,4,1
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,044000,GONDI,4,4,0
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,009000,KONKANI,3,2,1
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,019000,SINDHI,3,3,0
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,020000,TAMIL,3,1,2
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,072000,KURUKH/ORAON,3,1,2
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,123000,OTHERS,3,2,1
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,098000,PERSIAN,2,2,0
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,048000,HO,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,006000,HINDI,,,,114000,TIBETAN,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,1563,830,733,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,116000,TULU,98,46,52
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,040000,ENGLISH,94,59,35
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,006000,HINDI,92,64,28
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,011000,MALAYALAM,50,31,19
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,022000,URDU,50,28,22
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,021000,TELUGU,46,25,21
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,037000,COORGI/KODAGU,32,15,17
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,020000,TAMIL,24,19,5
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,013000,MARATHI,11,7,4
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,009000,KONKANI,2,2,0
0000,INDIA,028000,ARABIC/ARBI,,,,007000,KANNADA,,,,002000,BENGALI,1,0,1
0000,INDIA,028000,ARABIC/ARBI,,,,008000,KASHMIRI,1,1,0,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,009000,KONKANI,9,6,3,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,009000,KONKANI,,,,006000,HINDI,5,4,1
0000,INDIA,028000,ARABIC/ARBI,,,,009000,KONKANI,,,,007000,KANNADA,3,2,1
0000,INDIA,028000,ARABIC/ARBI,,,,010000,MAITHILI,3,3,0,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,011000,MALAYALAM,126,63,63,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,011000,MALAYALAM,,,,040000,ENGLISH,12,9,3
0000,INDIA,028000,ARABIC/ARBI,,,,011000,MALAYALAM,,,,007000,KANNADA,9,4,5
0000,INDIA,028000,ARABIC/ARBI,,,,011000,MALAYALAM,,,,006000,HINDI,8,4,4
0000,INDIA,028000,ARABIC/ARBI,,,,011000,MALAYALAM,,,,037000,COORGI/KODAGU,7,2,5
0000,INDIA,028000,ARABIC/ARBI,,,,011000,MALAYALAM,,,,020000,TAMIL,5,2,3
0000,INDIA,028000,ARABIC/ARBI,,,,011000,MALAYALAM,,,,116000,TULU,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,542,316,226,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,006000,HINDI,301,181,120
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,040000,ENGLISH,21,14,7
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,007000,KANNADA,15,9,6
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,022000,URDU,5,2,3
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,005000,GUJARATI,3,1,2
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,019000,SINDHI,3,3,0
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,021000,TELUGU,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,013000,MARATHI,,,,063000,KOLAMI,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,014000,NEPALI,29,13,16,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,014000,NEPALI,,,,006000,HINDI,4,4,0
0000,INDIA,028000,ARABIC/ARBI,,,,014000,NEPALI,,,,040000,ENGLISH,3,2,1
0000,INDIA,028000,ARABIC/ARBI,,,,014000,NEPALI,,,,002000,BENGALI,2,0,2
0000,INDIA,028000,ARABIC/ARBI,,,,014000,NEPALI,,,,022000,URDU,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,015000,ORIYA,218,118,100,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,015000,ORIYA,,,,006000,HINDI,12,7,5
0000,INDIA,028000,ARABIC/ARBI,,,,015000,ORIYA,,,,040000,ENGLISH,8,6,2
0000,INDIA,028000,ARABIC/ARBI,,,,015000,ORIYA,,,,002000,BENGALI,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,015000,ORIYA,,,,021000,TELUGU,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,016000,PUNJABI,72,33,39,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,016000,PUNJABI,,,,006000,HINDI,18,11,7
0000,INDIA,028000,ARABIC/ARBI,,,,016000,PUNJABI,,,,022000,URDU,5,3,2
0000,INDIA,028000,ARABIC/ARBI,,,,016000,PUNJABI,,,,040000,ENGLISH,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,017000,SANSKRIT,7,6,1,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,017000,SANSKRIT,,,,040000,ENGLISH,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,019000,SINDHI,8,3,5,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,019000,SINDHI,,,,006000,HINDI,3,2,1
0000,INDIA,028000,ARABIC/ARBI,,,,019000,SINDHI,,,,005000,GUJARATI,1,0,1
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,220,121,99,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,,,,040000,ENGLISH,28,15,13
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,,,,006000,HINDI,10,5,5
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,,,,011000,MALAYALAM,10,9,1
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,,,,022000,URDU,6,5,1
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,,,,021000,TELUGU,4,2,2
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,,,,007000,KANNADA,3,1,2
0000,INDIA,028000,ARABIC/ARBI,,,,020000,TAMIL,,,,123000,OTHERS,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,351,188,163,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,,,,006000,HINDI,38,24,14
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,,,,040000,ENGLISH,33,26,7
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,,,,007000,KANNADA,7,5,2
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,,,,022000,URDU,7,2,5
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,,,,011000,MALAYALAM,4,3,1
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,,,,020000,TAMIL,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,021000,TELUGU,,,,015000,ORIYA,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,7291,4167,3124,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,006000,HINDI,2574,1507,1067
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,040000,ENGLISH,285,203,82
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,098000,PERSIAN,61,43,18
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,005000,GUJARATI,49,34,15
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,007000,KANNADA,40,23,17
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,013000,MARATHI,36,22,14
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,021000,TELUGU,27,14,13
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,020000,TAMIL,6,4,2
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,002000,BENGALI,5,4,1
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,015000,ORIYA,3,1,2
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,091000,MUNDARI,3,0,3
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,123000,OTHERS,3,3,0
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,016000,PUNJABI,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,001000,ASSAMESE,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,022000,URDU,,,,011000,MALAYALAM,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,037000,COORGI/KODAGU,13,6,7,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,037000,COORGI/KODAGU,,,,007000,KANNADA,6,2,4
0000,INDIA,028000,ARABIC/ARBI,,,,037000,COORGI/KODAGU,,,,011000,MALAYALAM,2,1,1
0000,INDIA,028000,ARABIC/ARBI,,,,037000,COORGI/KODAGU,,,,022000,URDU,1,0,1
0000,INDIA,028000,ARABIC/ARBI,,,,037000,COORGI/KODAGU,,,,040000,ENGLISH,1,1,0
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,2158,1562,596,,,,,
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,006000,HINDI,645,449,196
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,022000,URDU,96,68,28
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,020000,TAMIL,36,20,16
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,007000,KANNADA,35,25,10
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,002000,BENGALI,27,21,6
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,123000,OTHERS,25,19,6
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,013000,MARATHI,17,13,4
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,011000,MALAYALAM,16,7,9
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,017000,SANSKRIT,14,14,0
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,021000,TELUGU,14,10,4
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,005000,GUJARATI,12,6,6
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,001000,ASSAMESE,6,2,4
0000,INDIA,028000,ARABIC/ARBI,,,,040000,ENGLISH,,,,015000,ORIYA,3,1,2
