C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,1st subsidiary languages,,,,,2nd subsidiary languages,,,,
Code,,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0000,INDIA,001000,ASSAMESE,,,,026000,ANGAMI,,,,006000,HINDI,4,1,3
0000,INDIA,001000,ASSAMESE,,,,026000,ANGAMI,,,,027000,AO,1,0,1
0000,INDIA,001000,ASSAMESE,,,,027000,AO,42,27,15,,,,,
0000,INDIA,001000,ASSAMESE,,,,027000,AO,,,,040000,ENGLISH,6,5,1
0000,INDIA,001000,ASSAMESE,,,,027000,AO,,,,006000,HINDI,3,3,0
0000,INDIA,001000,ASSAMESE,,,,027000,AO,,,,026000,ANGAMI,3,0,3
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,6591,4394,2197,,,,,
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,006000,HINDI,1074,792,282
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,002000,BENGALI,725,496,229
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,022000,URDU,664,614,50
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,040000,ENGLISH,555,396,159
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,005000,GUJARATI,20,20,0
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,003000,BODO,1,0,1
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,043000,GARO,1,1,0
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,077000,LALUNG,1,0,1
0000,INDIA,001000,ASSAMESE,,,,028000,ARABIC/ARBI,,,,123000,OTHERS,1,1,0
0000,INDIA,001000,ASSAMESE,,,,030000,BHILI/BHILODI,41,19,22,,,,,
0000,INDIA,001000,ASSAMESE,,,,032000,BHUMIJ,16,6,10,,,,,
0000,INDIA,001000,ASSAMESE,,,,032000,BHUMIJ,,,,006000,HINDI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,033000,BISHNUPURIYA,32,21,11,,,,,
0000,INDIA,001000,ASSAMESE,,,,033000,BISHNUPURIYA,,,,006000,HINDI,13,10,3
0000,INDIA,001000,ASSAMESE,,,,033000,BISHNUPURIYA,,,,012000,MANIPURI,2,0,2
0000,INDIA,001000,ASSAMESE,,,,033000,BISHNUPURIYA,,,,040000,ENGLISH,1,1,0
0000,INDIA,001000,ASSAMESE,,,,035000,CHAKRU/CHOKRI,1,1,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,036000,CHANG,23,11,12,,,,,
0000,INDIA,001000,ASSAMESE,,,,036000,CHANG,,,,040000,ENGLISH,7,4,3
0000,INDIA,001000,ASSAMESE,,,,036000,CHANG,,,,002000,BENGALI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,036000,CHANG,,,,006000,HINDI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,037000,COORGI/KODAGU,2,1,1,,,,,
0000,INDIA,001000,ASSAMESE,,,,038000,DEORI,258,131,127,,,,,
0000,INDIA,001000,ASSAMESE,,,,038000,DEORI,,,,006000,HINDI,59,30,29
0000,INDIA,001000,ASSAMESE,,,,038000,DEORI,,,,040000,ENGLISH,47,27,20
0000,INDIA,001000,ASSAMESE,,,,038000,DEORI,,,,014000,NEPALI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,039000,DIMASA,104,52,52,,,,,
0000,INDIA,001000,ASSAMESE,,,,039000,DIMASA,,,,006000,HINDI,47,30,17
0000,INDIA,001000,ASSAMESE,,,,039000,DIMASA,,,,002000,BENGALI,9,6,3
0000,INDIA,001000,ASSAMESE,,,,039000,DIMASA,,,,052000,KARBI / MIKIR,4,1,3
0000,INDIA,001000,ASSAMESE,,,,039000,DIMASA,,,,040000,ENGLISH,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,1406162,843296,562866,,,,,
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,006000,HINDI,1001893,616457,385436
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,002000,BENGALI,19927,12995,6932
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,017000,SANSKRIT,2586,1638,948
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,028000,ARABIC/ARBI,2148,1318,830
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,003000,BODO,574,362,212
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,123000,OTHERS,524,309,215
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,014000,NEPALI,510,349,161
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,022000,URDU,341,279,62
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,086000,MIRI/MISHING,339,209,130
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,043000,GARO,243,190,53
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,055000,KHASI,187,125,62
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,015000,ORIYA,142,111,31
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,012000,MANIPURI,121,82,39
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,052000,KARBI / MIKIR,105,72,33
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,005000,GUJARATI,60,41,19
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,016000,PUNJABI,52,30,22
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,101000,RABHA,45,27,18
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,020000,TAMIL,37,29,8
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,013000,MARATHI,24,16,8
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,082000,LUSHAI/MIZO,19,12,7
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,038000,DEORI,18,7,11
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,007000,KANNADA,17,8,9
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,027000,AO,14,9,5
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,011000,MALAYALAM,11,5,6
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,077000,LALUNG,10,8,2
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,004000,DOGRI,7,5,2
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,021000,TELUGU,7,5,2
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,026000,ANGAMI,7,6,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,018000,SANTALI,6,3,3
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,081000,LOTHA,6,2,4
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,019000,SINDHI,4,3,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,023000,ADI,4,3,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,036000,CHANG,4,4,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,061000,KOCH,4,2,2
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,090000,MUNDA,3,3,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,119000,YIMCHUNGRE,3,0,3
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,066000,KONYAK,2,2,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,072000,KURUKH/ORAON,2,1,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,091000,MUNDARI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,098000,PERSIAN,2,2,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,008000,KASHMIRI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,009000,KONKANI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,029000,BALTI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,030000,BHILI/BHILODI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,031000,BHOTIA,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,033000,BISHNUPURIYA,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,044000,GONDI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,047000,HMAR,1,0,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,054000,KHARIA,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,089000,MONPA,1,0,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,093000,NISSI/DAFLA,1,1,0
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,099000,PHOM,1,0,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,115000,TRIPURI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,040000,ENGLISH,,,,117000,VAIPHEI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,4875,3405,1470,,,,,
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,006000,HINDI,768,648,120
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,002000,BENGALI,409,326,83
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,040000,ENGLISH,188,129,59
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,101000,RABHA,135,99,36
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,003000,BODO,43,32,11
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,014000,NEPALI,32,24,8
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,055000,KHASI,12,11,1
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,052000,KARBI / MIKIR,2,1,1
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,061000,KOCH,2,2,0
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,012000,MANIPURI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,015000,ORIYA,1,1,0
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,028000,ARABIC/ARBI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,031000,BHOTIA,1,1,0
0000,INDIA,001000,ASSAMESE,,,,043000,GARO,,,,039000,DIMASA,1,0,1
0000,INDIA,001000,ASSAMESE,,,,044000,GONDI,275,144,131,,,,,
0000,INDIA,001000,ASSAMESE,,,,044000,GONDI,,,,006000,HINDI,18,17,1
0000,INDIA,001000,ASSAMESE,,,,044000,GONDI,,,,003000,BODO,1,1,0
0000,INDIA,001000,ASSAMESE,,,,047000,HMAR,4,1,3,,,,,
0000,INDIA,001000,ASSAMESE,,,,047000,HMAR,,,,006000,HINDI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,047000,HMAR,,,,040000,ENGLISH,1,0,1
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,5425,2847,2578,,,,,
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,006000,HINDI,459,330,129
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,040000,ENGLISH,150,106,44
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,002000,BENGALI,35,26,9
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,003000,BODO,28,15,13
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,014000,NEPALI,22,16,6
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,077000,LALUNG,7,5,2
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,023000,ADI,4,3,1
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,043000,GARO,4,2,2
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,015000,ORIYA,2,0,2
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,055000,KHASI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,101000,RABHA,2,1,1
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,005000,GUJARATI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,013000,MARATHI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,016000,PUNJABI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,022000,URDU,1,1,0
0000,INDIA,001000,ASSAMESE,,,,052000,KARBI / MIKIR,,,,123000,OTHERS,1,0,1
0000,INDIA,001000,ASSAMESE,,,,054000,KHARIA,60,27,33,,,,,
0000,INDIA,001000,ASSAMESE,,,,054000,KHARIA,,,,006000,HINDI,4,2,2
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,955,601,354,,,,,
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,,,,006000,HINDI,296,221,75
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,,,,040000,ENGLISH,72,44,28
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,,,,014000,NEPALI,18,12,6
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,,,,002000,BENGALI,17,9,8
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,,,,043000,GARO,4,1,3
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,,,,052000,KARBI / MIKIR,3,2,1
0000,INDIA,001000,ASSAMESE,,,,055000,KHASI,,,,013000,MARATHI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,056000,KHEZHA,4,2,2,,,,,
0000,INDIA,001000,ASSAMESE,,,,058000,KHOND/KONDH,18,7,11,,,,,
0000,INDIA,001000,ASSAMESE,,,,058000,KHOND/KONDH,,,,123000,OTHERS,10,4,6
0000,INDIA,001000,ASSAMESE,,,,058000,KHOND/KONDH,,,,006000,HINDI,5,3,2
0000,INDIA,001000,ASSAMESE,,,,061000,KOCH,156,81,75,,,,,
0000,INDIA,001000,ASSAMESE,,,,061000,KOCH,,,,002000,BENGALI,3,3,0
0000,INDIA,001000,ASSAMESE,,,,061000,KOCH,,,,006000,HINDI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,061000,KOCH,,,,040000,ENGLISH,2,1,1
0000,INDIA,001000,ASSAMESE,,,,061000,KOCH,,,,003000,BODO,1,0,1
0000,INDIA,001000,ASSAMESE,,,,062000,KODA/KORA,8,3,5,,,,,
0000,INDIA,001000,ASSAMESE,,,,065000,KONDA,41,18,23,,,,,
0000,INDIA,001000,ASSAMESE,,,,065000,KONDA,,,,006000,HINDI,24,11,13
0000,INDIA,001000,ASSAMESE,,,,066000,KONYAK,10,4,6,,,,,
0000,INDIA,001000,ASSAMESE,,,,066000,KONYAK,,,,006000,HINDI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,071000,KUKI,1,0,1,,,,,
0000,INDIA,001000,ASSAMESE,,,,072000,KURUKH/ORAON,852,432,420,,,,,
0000,INDIA,001000,ASSAMESE,,,,072000,KURUKH/ORAON,,,,006000,HINDI,151,92,59
0000,INDIA,001000,ASSAMESE,,,,072000,KURUKH/ORAON,,,,015000,ORIYA,15,8,7
0000,INDIA,001000,ASSAMESE,,,,072000,KURUKH/ORAON,,,,040000,ENGLISH,6,4,2
0000,INDIA,001000,ASSAMESE,,,,072000,KURUKH/ORAON,,,,002000,BENGALI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,072000,KURUKH/ORAON,,,,123000,OTHERS,1,0,1
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,1300,687,613,,,,,
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,,,,006000,HINDI,85,64,21
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,,,,040000,ENGLISH,25,16,9
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,,,,052000,KARBI / MIKIR,21,9,12
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,,,,003000,BODO,6,2,4
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,,,,002000,BENGALI,4,4,0
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,,,,014000,NEPALI,3,3,0
0000,INDIA,001000,ASSAMESE,,,,077000,LALUNG,,,,015000,ORIYA,1,0,1
0000,INDIA,001000,ASSAMESE,,,,081000,LOTHA,32,13,19,,,,,
0000,INDIA,001000,ASSAMESE,,,,081000,LOTHA,,,,040000,ENGLISH,5,1,4
0000,INDIA,001000,ASSAMESE,,,,081000,LOTHA,,,,006000,HINDI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,082000,LUSHAI/MIZO,127,85,42,,,,,
0000,INDIA,001000,ASSAMESE,,,,082000,LUSHAI/MIZO,,,,006000,HINDI,53,36,17
0000,INDIA,001000,ASSAMESE,,,,082000,LUSHAI/MIZO,,,,040000,ENGLISH,14,10,4
0000,INDIA,001000,ASSAMESE,,,,082000,LUSHAI/MIZO,,,,002000,BENGALI,11,9,2
0000,INDIA,001000,ASSAMESE,,,,082000,LUSHAI/MIZO,,,,123000,OTHERS,2,2,0
0000,INDIA,001000,ASSAMESE,,,,082000,LUSHAI/MIZO,,,,014000,NEPALI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,082000,LUSHAI/MIZO,,,,043000,GARO,1,1,0
0000,INDIA,001000,ASSAMESE,,,,083000,MALTO,64,36,28,,,,,
0000,INDIA,001000,ASSAMESE,,,,083000,MALTO,,,,006000,HINDI,31,20,11
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,8151,4325,3826,,,,,
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,040000,ENGLISH,556,347,209
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,006000,HINDI,444,311,133
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,014000,NEPALI,29,19,10
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,003000,BODO,20,13,7
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,002000,BENGALI,19,12,7
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,123000,OTHERS,4,1,3
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,023000,ADI,3,2,1
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,038000,DEORI,2,2,0
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,043000,GARO,1,1,0
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,052000,KARBI / MIKIR,1,1,0
0000,INDIA,001000,ASSAMESE,,,,086000,MIRI/MISHING,,,,094000,NOCTE,1,0,1
0000,INDIA,001000,ASSAMESE,,,,087000,MISHMI,1,1,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,087000,MISHMI,,,,006000,HINDI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,089000,MONPA,1,1,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,090000,MUNDA,985,486,499,,,,,
0000,INDIA,001000,ASSAMESE,,,,090000,MUNDA,,,,006000,HINDI,214,117,97
0000,INDIA,001000,ASSAMESE,,,,090000,MUNDA,,,,015000,ORIYA,12,7,5
0000,INDIA,001000,ASSAMESE,,,,090000,MUNDA,,,,123000,OTHERS,7,4,3
0000,INDIA,001000,ASSAMESE,,,,090000,MUNDA,,,,014000,NEPALI,4,2,2
0000,INDIA,001000,ASSAMESE,,,,090000,MUNDA,,,,040000,ENGLISH,2,2,0
0000,INDIA,001000,ASSAMESE,,,,090000,MUNDA,,,,086000,MIRI/MISHING,1,1,0
0000,INDIA,001000,ASSAMESE,,,,091000,MUNDARI,1301,669,632,,,,,
0000,INDIA,001000,ASSAMESE,,,,091000,MUNDARI,,,,006000,HINDI,114,70,44
0000,INDIA,001000,ASSAMESE,,,,091000,MUNDARI,,,,015000,ORIYA,54,32,22
0000,INDIA,001000,ASSAMESE,,,,091000,MUNDARI,,,,123000,OTHERS,4,1,3
0000,INDIA,001000,ASSAMESE,,,,091000,MUNDARI,,,,002000,BENGALI,3,1,2
0000,INDIA,001000,ASSAMESE,,,,093000,NISSI/DAFLA,35,14,21,,,,,
0000,INDIA,001000,ASSAMESE,,,,093000,NISSI/DAFLA,,,,006000,HINDI,17,6,11
0000,INDIA,001000,ASSAMESE,,,,093000,NISSI/DAFLA,,,,040000,ENGLISH,1,1,0
0000,INDIA,001000,ASSAMESE,,,,094000,NOCTE,11,3,8,,,,,
0000,INDIA,001000,ASSAMESE,,,,094000,NOCTE,,,,006000,HINDI,4,1,3
0000,INDIA,001000,ASSAMESE,,,,094000,NOCTE,,,,014000,NEPALI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,094000,NOCTE,,,,040000,ENGLISH,1,1,0
0000,INDIA,001000,ASSAMESE,,,,096000,PARJI,12,6,6,,,,,
0000,INDIA,001000,ASSAMESE,,,,097000,PAWI,1,1,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,097000,PAWI,,,,006000,HINDI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,098000,PERSIAN,20,13,7,,,,,
0000,INDIA,001000,ASSAMESE,,,,098000,PERSIAN,,,,040000,ENGLISH,13,8,5
0000,INDIA,001000,ASSAMESE,,,,098000,PERSIAN,,,,006000,HINDI,5,3,2
0000,INDIA,001000,ASSAMESE,,,,099000,PHOM,1,1,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,099000,PHOM,,,,006000,HINDI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,100000,POCHURY,1,1,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,2868,1430,1438,,,,,
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,006000,HINDI,235,147,88
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,043000,GARO,98,56,42
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,040000,ENGLISH,76,50,26
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,003000,BODO,62,36,26
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,002000,BENGALI,24,14,10
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,014000,NEPALI,3,1,2
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,017000,SANSKRIT,1,1,0
0000,INDIA,001000,ASSAMESE,,,,101000,RABHA,,,,055000,KHASI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,103000,RENGMA,4,3,1,,,,,
0000,INDIA,001000,ASSAMESE,,,,104000,SANGTAM,3,2,1,,,,,
0000,INDIA,001000,ASSAMESE,,,,104000,SANGTAM,,,,006000,HINDI,2,2,0
0000,INDIA,001000,ASSAMESE,,,,106000,SEMA,51,23,28,,,,,
0000,INDIA,001000,ASSAMESE,,,,106000,SEMA,,,,006000,HINDI,17,9,8
0000,INDIA,001000,ASSAMESE,,,,106000,SEMA,,,,123000,OTHERS,6,1,5
0000,INDIA,001000,ASSAMESE,,,,106000,SEMA,,,,040000,ENGLISH,2,1,1
0000,INDIA,001000,ASSAMESE,,,,111000,TANGKHUL,2,2,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,112000,TANGSA,23,15,8,,,,,
0000,INDIA,001000,ASSAMESE,,,,112000,TANGSA,,,,006000,HINDI,8,5,3
0000,INDIA,001000,ASSAMESE,,,,112000,TANGSA,,,,040000,ENGLISH,3,3,0
0000,INDIA,001000,ASSAMESE,,,,114000,TIBETAN,23,16,7,,,,,
0000,INDIA,001000,ASSAMESE,,,,114000,TIBETAN,,,,006000,HINDI,13,8,5
0000,INDIA,001000,ASSAMESE,,,,114000,TIBETAN,,,,040000,ENGLISH,3,2,1
0000,INDIA,001000,ASSAMESE,,,,114000,TIBETAN,,,,002000,BENGALI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,114000,TIBETAN,,,,123000,OTHERS,1,1,0
0000,INDIA,001000,ASSAMESE,,,,115000,TRIPURI,1,1,0,,,,,
0000,INDIA,001000,ASSAMESE,,,,115000,TRIPURI,,,,040000,ENGLISH,1,1,0
0000,INDIA,001000,ASSAMESE,,,,118000,WANCHO,7,5,2,,,,,
0000,INDIA,001000,ASSAMESE,,,,118000,WANCHO,,,,006000,HINDI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,119000,YIMCHUNGRE,6,4,2,,,,,
0000,INDIA,001000,ASSAMESE,,,,119000,YIMCHUNGRE,,,,006000,HINDI,3,3,0
0000,INDIA,001000,ASSAMESE,,,,120000,ZELIANG,3,2,1,,,,,
0000,INDIA,001000,ASSAMESE,,,,120000,ZELIANG,,,,040000,ENGLISH,1,1,0
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,19758,10264,9494,,,,,
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,006000,HINDI,2219,1531,688
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,040000,ENGLISH,337,205,132
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,002000,BENGALI,92,51,41
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,015000,ORIYA,75,37,38
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,014000,NEPALI,35,26,9
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,090000,MUNDA,11,5,6
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,100000,POCHURY,6,2,4
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,003000,BODO,4,3,1
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,022000,URDU,3,2,1
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,027000,AO,3,0,3
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,005000,GUJARATI,2,2,0
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,028000,ARABIC/ARBI,2,1,1
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,054000,KHARIA,2,1,1
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,101000,RABHA,2,1,1
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,017000,SANSKRIT,1,1,0
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,018000,SANTALI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,052000,KARBI / MIKIR,1,1,0
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,055000,KHASI,1,1,0
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,091000,MUNDARI,1,0,1
0000,INDIA,001000,ASSAMESE,,,,123000,OTHERS,,,,106000,SEMA,1,1,0
0000,INDIA,002000,BENGALI,83369769,42889519,40480250,,,,,,,,,,
0000,INDIA,002000,BENGALI,,,,001000,ASSAMESE,2074530,1226969,847561,,,,,
